phase,seed,lens_or_arm,target,family,deg,attempt,hit,accepted,false_accept,alias,ev_lb,ev_tb,ev_cmp,ev_k0,stat,true_stat,val_stat,consistent,rank,cov_before,cov_after,r2,tax,tax_corr,evals,note
lab,0x00C2B10D20260707,LW_mod2_wht,"X01 product_bind",control,0,4,0,0,0,0,0x00,0x03,0x0000000,0,0.3549,0.0000,0.3474,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X01 product_bind",control,0,4,0,0,0,0,0xC4,0x24,0x22D1AC0,1,0.5223,1.0000,0.4914,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X01 product_bind",control,0,5,0,0,0,0,0x00,0x03,0x0000000,0,0.3571,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X01 product_bind",control,0,5,0,0,0,0,0x01,0x02,0x0000000,0,0.1160,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X01 product_bind",control,0,5,0,0,0,0,0x03,0x00,0x0000000,0,0.0794,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X01 product_bind",control,0,5,0,0,0,0,0x01,0x00,0x0000000,0,0.1400,0.0000,0.1154,0,0,,,,,,232,
lab,0x00C2B10D20260707,LW_mod2_wht,"X01 product_bind",control,0,5,0,0,0,0,0x00,0x03,0x0000000,0,0.3571,0.0000,0.3429,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X01 product_bind",control,0,5,0,0,0,0,0x64,0xE8,0x83F01EC,1,0.4943,1.0000,0.4726,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X01 product_bind",control,0,6,0,0,0,0,0x00,0x03,0x0000000,0,0.3503,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X01 product_bind",control,0,6,0,0,0,0,0x01,0x02,0x0000000,0,0.0983,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X01 product_bind",control,0,6,0,0,0,0,0x03,0x00,0x0000000,0,0.0846,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X01 product_bind",control,0,6,0,0,0,0,0x01,0x00,0x0000000,0,0.1269,0.0000,0.1417,0,0,,,,,,219,
lab,0x00C2B10D20260707,LW_mod2_wht,"X01 product_bind",control,0,6,0,0,0,0,0x00,0x03,0x0000000,0,0.3503,0.0000,0.3566,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X01 product_bind",control,0,6,0,0,0,0,0x6A,0x77,0x4963508,0,0.5114,1.0000,0.5063,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X01 product_bind",control,0,7,0,0,0,0,0x00,0x02,0x0000000,0,0.3509,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X01 product_bind",control,0,7,0,0,0,0,0x02,0x01,0x0000000,0,0.1000,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X01 product_bind",control,0,7,0,0,0,0,0x03,0x00,0x0000000,0,0.0743,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X01 product_bind",control,0,7,0,0,0,0,0x02,0x00,0x0000000,0,0.1446,0.0000,0.0891,0,0,,,,,,224,
lab,0x00C2B10D20260707,LW_mod2_wht,"X01 product_bind",control,0,7,0,0,0,0,0x00,0x02,0x0000000,0,0.3509,0.0000,0.3554,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X01 product_bind",control,0,7,0,0,0,0,0xB9,0xD3,0x97DE762,0,0.5080,1.0000,0.5223,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X01 product_bind",control,0,8,0,0,0,0,0x00,0x02,0x0000000,0,0.3543,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X01 product_bind",control,0,8,0,0,0,0,0x01,0x02,0x0000000,0,0.1143,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X01 product_bind",control,0,8,0,0,0,0,0x03,0x00,0x0000000,0,0.0880,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X01 product_bind",control,0,8,0,0,0,0,0x02,0x00,0x0000000,0,0.1303,0.0000,0.1177,0,0,,,,,,213,
lab,0x00C2B10D20260707,LW_mod2_wht,"X01 product_bind",control,0,8,0,0,0,0,0x00,0x02,0x0000000,0,0.3543,0.0000,0.3486,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X01 product_bind",control,0,8,0,0,0,0,0xC1,0xAA,0x1D39ADC,0,0.5163,1.0000,0.4954,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X01 product_bind",control,0,9,0,0,0,0,0x00,0x02,0x0000000,0,0.3577,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X01 product_bind",control,0,9,0,0,0,0,0x01,0x02,0x0000000,0,0.1251,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X01 product_bind",control,0,9,0,0,0,0,0x03,0x00,0x0000000,0,0.0857,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X01 product_bind",control,0,9,0,0,0,0,0x01,0x00,0x0000000,0,0.1423,0.0000,0.1109,0,0,,,,,,212,
lab,0x00C2B10D20260707,LW_mod2_wht,"X01 product_bind",control,0,9,0,0,0,0,0x00,0x02,0x0000000,0,0.3577,0.0000,0.3417,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X01 product_bind",control,0,9,0,0,0,0,0xDD,0x25,0x9BC1250,1,0.5023,1.0000,0.4989,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X01 product_bind",control,0,10,0,0,0,0,0x00,0x03,0x0000000,0,0.3623,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X01 product_bind",control,0,10,0,0,0,0,0x01,0x02,0x0000000,0,0.1023,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X01 product_bind",control,0,10,0,0,0,0,0x03,0x00,0x0000000,0,0.0846,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X01 product_bind",control,0,10,0,0,0,0,0x01,0x00,0x0000000,0,0.1377,0.0000,0.1200,0,0,,,,,,212,
lab,0x00C2B10D20260707,LW_mod2_wht,"X01 product_bind",control,0,10,0,0,0,0,0x00,0x03,0x0000000,0,0.3623,0.0000,0.3326,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X01 product_bind",control,0,10,0,0,0,0,0xD6,0xB9,0x40EE4FB,0,0.5180,1.0000,0.5114,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X01 product_bind",control,0,11,0,0,0,0,0x00,0x03,0x0000000,0,0.3691,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X01 product_bind",control,0,11,0,0,0,0,0x01,0x02,0x0000000,0,0.1034,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X01 product_bind",control,0,11,0,0,0,0,0x03,0x00,0x0000000,0,0.0943,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X01 product_bind",control,0,11,0,0,0,0,0x01,0x00,0x0000000,0,0.1383,0.0000,0.1189,0,0,,,,,,216,
lab,0x00C2B10D20260707,LW_mod2_wht,"X01 product_bind",control,0,11,0,0,0,0,0x00,0x03,0x0000000,0,0.3691,0.0000,0.3189,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X01 product_bind",control,0,11,0,0,0,0,0xCB,0xDC,0x04DED36,0,0.5120,1.0000,0.5051,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X01 product_bind",control,0,12,0,0,0,0,0x00,0x03,0x0000000,0,0.3674,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X01 product_bind",control,0,12,0,0,0,0,0x01,0x02,0x0000000,0,0.1240,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X01 product_bind",control,0,12,0,0,0,0,0x03,0x00,0x0000000,0,0.0829,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X01 product_bind",control,0,12,0,0,0,0,0x02,0x00,0x0000000,0,0.1326,0.0000,0.1131,0,0,,,,,,238,
lab,0x00C2B10D20260707,LW_mod2_wht,"X01 product_bind",control,0,12,0,0,0,0,0x00,0x03,0x0000000,0,0.3674,0.0000,0.3223,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X01 product_bind",control,0,12,0,0,0,0,0xAE,0x39,0x843B7CB,1,0.5017,1.0000,0.5114,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X01 product_bind",control,0,13,0,0,0,0,0x00,0x02,0x0000000,0,0.3566,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X01 product_bind",control,0,13,0,0,0,0,0x01,0x02,0x0000000,0,0.1394,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X01 product_bind",control,0,13,0,0,0,0,0x03,0x00,0x0000000,0,0.0914,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X01 product_bind",control,0,13,0,0,0,0,0x02,0x00,0x0000000,0,0.1269,0.0000,0.1246,0,0,,,,,,232,
lab,0x00C2B10D20260707,LW_mod2_wht,"X01 product_bind",control,0,13,0,0,0,0,0x00,0x02,0x0000000,0,0.3566,0.0000,0.3440,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X01 product_bind",control,0,13,0,0,0,0,0x77,0x3C,0x162E9C7,0,0.5194,1.0000,0.4914,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X01 product_bind",control,0,14,0,0,0,0,0x00,0x02,0x0000000,0,0.3634,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X01 product_bind",control,0,14,0,0,0,0,0x01,0x02,0x0000000,0,0.1023,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X01 product_bind",control,0,14,0,0,0,0,0x03,0x00,0x0000000,0,0.0657,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X01 product_bind",control,0,14,0,0,0,0,0x02,0x00,0x0000000,0,0.1303,0.0000,0.1177,0,0,,,,,,227,
lab,0x00C2B10D20260707,LW_mod2_wht,"X01 product_bind",control,0,14,0,0,0,0,0x00,0x02,0x0000000,0,0.3634,0.0000,0.3303,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X01 product_bind",control,0,14,0,0,0,0,0x86,0xCC,0x4BAF874,0,0.4931,1.0000,0.5177,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X01 product_bind",control,0,15,0,0,0,0,0x00,0x03,0x0000000,0,0.3537,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X01 product_bind",control,0,15,0,0,0,0,0x01,0x02,0x0000000,0,0.1303,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X01 product_bind",control,0,15,0,0,0,0,0x03,0x00,0x0000000,0,0.1051,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X01 product_bind",control,0,15,0,0,0,0,0x03,0x00,0x0000000,0,0.1051,0.0000,0.0560,0,0,,,,,,304,
lab,0x00C2B10D20260707,LW_mod2_wht,"X01 product_bind",control,0,15,0,0,0,0,0x00,0x03,0x0000000,0,0.3537,0.0000,0.3497,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X01 product_bind",control,0,15,0,0,0,0,0x89,0xAB,0xF3F2575,1,0.4997,1.0000,0.5063,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X01 product_bind",control,0,16,0,0,0,0,0x00,0x03,0x0000000,0,0.3526,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X01 product_bind",control,0,16,0,0,0,0,0x01,0x02,0x0000000,0,0.1006,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X01 product_bind",control,0,16,0,0,0,0,0x03,0x00,0x0000000,0,0.0874,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X01 product_bind",control,0,16,0,0,0,0,0x02,0x00,0x0000000,0,0.1309,0.0000,0.1166,0,0,,,,,,226,
lab,0x00C2B10D20260707,LW_mod2_wht,"X01 product_bind",control,0,16,0,0,0,0,0x00,0x03,0x0000000,0,0.3526,0.0000,0.3520,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X01 product_bind",control,0,16,0,0,0,0,0x47,0x67,0x484D87F,1,0.4954,1.0000,0.5046,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X01 product_bind",control,0,17,0,0,0,0,0x00,0x03,0x0000000,0,0.3680,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X01 product_bind",control,0,17,0,0,0,0,0x01,0x02,0x0000000,0,0.1326,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X01 product_bind",control,0,17,0,0,0,0,0x03,0x00,0x0000000,0,0.1120,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X01 product_bind",control,0,17,0,0,0,0,0xF0,0x00,0x0000000,0,0.0137,0.0000,0.0446,0,0,,,,,,259,
lab,0x00C2B10D20260707,LW_mod2_wht,"X01 product_bind",control,0,17,0,0,0,0,0x00,0x03,0x0000000,0,0.3680,0.0000,0.3211,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X01 product_bind",control,0,17,0,0,0,0,0x55,0x96,0xA2BA462,0,0.5086,1.0000,0.5051,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X01 product_bind",control,0,18,0,0,0,0,0x00,0x02,0x0000000,0,0.3640,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X01 product_bind",control,0,18,0,0,0,0,0x01,0x02,0x0000000,0,0.1086,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X01 product_bind",control,0,18,0,0,0,0,0x03,0x00,0x0000000,0,0.0857,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X01 product_bind",control,0,18,0,0,0,0,0x01,0x00,0x0000000,0,0.1211,0.0000,0.1531,0,0,,,,,,228,
lab,0x00C2B10D20260707,LW_mod2_wht,"X01 product_bind",control,0,18,0,0,0,0,0x00,0x02,0x0000000,0,0.3640,0.0000,0.3291,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X01 product_bind",control,0,18,0,0,0,0,0x94,0xCB,0x3DB8113,1,0.4940,1.0000,0.5091,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X01 product_bind",control,0,19,0,0,0,0,0x00,0x02,0x0000000,0,0.3606,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X01 product_bind",control,0,19,0,0,0,0,0x01,0x02,0x0000000,0,0.1137,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X01 product_bind",control,0,19,0,0,0,0,0x03,0x00,0x0000000,0,0.0960,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X01 product_bind",control,0,19,0,0,0,0,0x02,0x00,0x0000000,0,0.1269,0.0000,0.1246,0,0,,,,,,213,
lab,0x00C2B10D20260707,LW_mod2_wht,"X01 product_bind",control,0,19,0,0,0,0,0x00,0x02,0x0000000,0,0.3606,0.0000,0.3360,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X01 product_bind",control,0,19,0,0,0,0,0x5F,0x7B,0x3C3B6B1,1,0.5117,1.0000,0.5006,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X02 max_parity",control,0,0,0,0,0,0,0x00,0x10,0x0000000,0,0.0863,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X02 max_parity",control,0,0,0,0,0,0,0x08,0x02,0x0000000,0,0.0754,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X02 max_parity",control,0,0,0,0,0,0,0x24,0x13,0x0000000,0,0.0583,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X02 max_parity",control,0,0,0,0,0,0,0x01,0x00,0x0000000,0,0.1160,0.0000,0.1063,0,0,,,,,,203,
lab,0x00C2B10D20260707,LW_mod2_wht,"X02 max_parity",control,0,0,0,0,0,0,0x01,0x00,0x0000000,0,0.1160,0.0000,0.1063,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X02 max_parity",control,0,0,0,0,0,0,0x87,0x3B,0x12B0391,1,0.5023,1.0000,0.5040,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X02 max_parity",control,0,1,0,0,0,0,0x00,0x80,0x0000000,0,0.0891,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X02 max_parity",control,0,1,0,0,0,0,0x10,0x04,0x0000000,0,0.0634,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X02 max_parity",control,0,1,0,0,0,0,0x0C,0xB0,0x0000000,0,0.0646,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X02 max_parity",control,0,1,0,0,0,0,0x08,0x00,0x0000000,0,0.0891,0.0000,0.1474,0,0,,,,,,202,
lab,0x00C2B10D20260707,LW_mod2_wht,"X02 max_parity",control,0,1,0,0,0,0,0x02,0x00,0x0000000,0,0.1131,0.0000,0.0811,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X02 max_parity",control,0,1,0,0,0,0,0xA6,0x69,0x4890FC1,1,0.5057,1.0000,0.4823,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X02 max_parity",control,0,2,0,0,0,0,0x00,0x40,0x0000000,0,0.1086,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X02 max_parity",control,0,2,0,0,0,0,0x08,0x02,0x0000000,0,0.0840,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X02 max_parity",control,0,2,0,0,0,0,0x24,0x89,0x0000000,0,0.0606,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X02 max_parity",control,0,2,0,0,0,0,0x08,0x00,0x0000000,0,0.1149,0.0000,0.0960,0,0,,,,,,184,
lab,0x00C2B10D20260707,LW_mod2_wht,"X02 max_parity",control,0,2,0,0,0,0,0x01,0x00,0x0000000,0,0.1303,0.0000,0.0777,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X02 max_parity",control,0,2,0,0,0,0,0x06,0x0B,0xD650518,0,0.5089,1.0000,0.4909,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X02 max_parity",control,0,3,0,0,0,0,0x00,0x40,0x0000000,0,0.1029,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X02 max_parity",control,0,3,0,0,0,0,0x08,0x02,0x0000000,0,0.0771,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X02 max_parity",control,0,3,0,0,0,0,0x0A,0x75,0x0000000,0,0.0554,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X02 max_parity",control,0,3,0,0,0,0,0x01,0x00,0x0000000,0,0.1211,0.0000,0.0960,0,0,,,,,,207,
lab,0x00C2B10D20260707,LW_mod2_wht,"X02 max_parity",control,0,3,0,0,0,0,0x08,0x00,0x0000000,0,0.1274,0.0000,0.0709,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X02 max_parity",control,0,3,0,0,0,0,0xA2,0xC0,0x551E95D,1,0.5017,1.0000,0.5274,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X02 max_parity",control,0,4,0,0,0,0,0x00,0x01,0x0000000,0,0.0806,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X02 max_parity",control,0,4,0,0,0,0,0x20,0x41,0x0000000,0,0.0554,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X02 max_parity",control,0,4,0,0,0,0,0x41,0x00,0x0000000,0,0.0566,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X02 max_parity",control,0,4,0,0,0,0,0x01,0x00,0x0000000,0,0.1120,0.0000,0.1143,0,0,,,,,,207,
lab,0x00C2B10D20260707,LW_mod2_wht,"X02 max_parity",control,0,4,0,0,0,0,0x01,0x00,0x0000000,0,0.1120,0.0000,0.1143,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X02 max_parity",control,0,4,0,0,0,0,0x08,0xBC,0xA0766AA,1,0.5011,1.0000,0.5166,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X02 max_parity",control,0,5,0,0,0,0,0x00,0x01,0x0000000,0,0.0897,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X02 max_parity",control,0,5,0,0,0,0,0x04,0x80,0x0000000,0,0.0617,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X02 max_parity",control,0,5,0,0,0,0,0x06,0x78,0x0000000,0,0.0577,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X02 max_parity",control,0,5,0,0,0,0,0x80,0x00,0x0000000,0,0.1120,0.0000,0.1086,0,0,,,,,,210,
lab,0x00C2B10D20260707,LW_mod2_wht,"X02 max_parity",control,0,5,0,0,0,0,0x01,0x00,0x0000000,0,0.1286,0.0000,0.0811,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X02 max_parity",control,0,5,0,0,0,0,0x75,0x48,0x29E65F8,1,0.5189,1.0000,0.4960,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X02 max_parity",control,0,6,0,0,0,0,0x00,0x40,0x0000000,0,0.1091,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X02 max_parity",control,0,6,0,0,0,0,0x08,0x02,0x0000000,0,0.0834,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X02 max_parity",control,0,6,0,0,0,0,0x05,0xC0,0x0000000,0,0.0571,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X02 max_parity",control,0,6,0,0,0,0,0x08,0x00,0x0000000,0,0.1057,0.0000,0.1143,0,0,,,,,,203,
lab,0x00C2B10D20260707,LW_mod2_wht,"X02 max_parity",control,0,6,0,0,0,0,0x01,0x00,0x0000000,0,0.1257,0.0000,0.0869,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X02 max_parity",control,0,6,0,0,0,0,0x99,0x8D,0xD5F2160,1,0.4934,1.0000,0.4777,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X02 max_parity",control,0,7,0,0,0,0,0x00,0x01,0x0000000,0,0.0966,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X02 max_parity",control,0,7,0,0,0,0,0x08,0x02,0x0000000,0,0.0817,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X02 max_parity",control,0,7,0,0,0,0,0x24,0x13,0x0000000,0,0.0611,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X02 max_parity",control,0,7,0,0,0,0,0x01,0x00,0x0000000,0,0.1000,0.0000,0.1383,0,0,,,,,,210,
lab,0x00C2B10D20260707,LW_mod2_wht,"X02 max_parity",control,0,7,0,0,0,0,0x80,0x00,0x0000000,0,0.1217,0.0000,0.0891,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X02 max_parity",control,0,7,0,0,0,0,0xE9,0xA8,0xCFDDDFF,1,0.5174,1.0000,0.4823,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X02 max_parity",control,0,8,0,0,0,0,0x00,0x40,0x0000000,0,0.0977,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X02 max_parity",control,0,8,0,0,0,0,0x10,0x04,0x0000000,0,0.0640,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X02 max_parity",control,0,8,0,0,0,0,0x60,0x91,0x0000000,0,0.0634,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X02 max_parity",control,0,8,0,0,0,0,0x08,0x00,0x0000000,0,0.1023,0.0000,0.1211,0,0,,,,,,230,
lab,0x00C2B10D20260707,LW_mod2_wht,"X02 max_parity",control,0,8,0,0,0,0,0x01,0x00,0x0000000,0,0.1166,0.0000,0.1051,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X02 max_parity",control,0,8,0,0,0,0,0x14,0x1F,0xFF7970C,0,0.4989,1.0000,0.4926,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X02 max_parity",control,0,9,0,0,0,0,0x00,0x40,0x0000000,0,0.1011,0.0000,0.0000,0,0,,,,,,162,
lab,0x00C2B10D20260707,L1_single_up,"X02 max_parity",control,0,9,0,0,0,0,0x10,0x04,0x0000000,0,0.0651,0.0000,0.0000,0,0,,,,,,1016,
lab,0x00C2B10D20260707,L2_pair_up,"X02 max_parity",control,0,9,0,0,0,0,0x05,0x00,0x0000000,0,0.0669,0.0000,0.0000,0,0,,,,,,1792,
lab,0x00C2B10D20260707,L3_gibbs,"X02 max_parity",control,0,9,0,0,0,0,0x80,0x00,0x0000000,0,0.1023,0.0000,0.1280,0,0,,,,,,196,
lab,0x00C2B10D20260707,LW_mod2_wht,"X02 max_parity",control,0,9,0,0,0,0,0x08,0x00,0x0000000,0,0.1194,0.0000,0.0869,0,0,,,,,,511,
lab,0x00C2B10D20260707,LG_gf2,"X02 max_parity",control,0,9,0,0,0,0,0x45,0xB4,0x1F2F9C3,1,0.5011,1.0000,0.4960,0,45,,,,,,1,
lab,0x00C2B10D20260707,L0_tb_argmax,"X02 max_parity",control,0,10,0,0,0,0,0x00,0x02,0x0000000,0,0.1000,0.0000,0.0000,0,0,,,,,,162,
